name_m,gender_m,name_f,gender_f
vikash @ mungeri,male,ranju devi,female
deepak kumar mishra,male,sunali,female
piyush,male,zahira,female
lakhan,male,purnima gosawmi,female
nadim,male,ruksar,female
sahdab,male,kajal,female
deepak,male,suman,female
tufemaleel,male,anshul,female
tekchand,male,nisha singh,female
ravi kumar,male,anjli,female
bobby,male,himansi,female
pankaj,male,reeta  and her doughter surabhi,female
amit kumar,male,manisha,female
tejvir,male,neelam,female
sachin kumar,male,dharmshila,female
dilip,male,hemani,female
ravi shankar,male,mamta,female
deepak,male,shivani,female
subodh,male,sunder munni kumari,female
pramood,male,sunder munni kumari,female
dev,male,santosh,female
devender,male,smt. lalita devi,female
suresh@tinku,male,sangeeta mahali,female
shri kant,male,pooja,female
om parkash,male,reena,female
muntiyaj,male,"ranjita devi and his son priyanshu age 2,1/2 yrs",female
raja kumar,male,sareen bano,female
chetan pandey,male,sonali,female
lilu,male,soni,female
surjeet,male,gyan devi @ biba,female
dev,male,seema,female
raju,male,preeti,female
sunder lal,male,neelam devi,female
aman bhatt,male,neetu,female
ratikant maghi,male,vinod gupta,female
anil kumar,male,meena,female
deva,male,mamuni,female
femaleiroz,male,raja devi,female
rahul,male,neha,female
dr. hema hari pago,male,jyoti pandey,female
raghuveer,male,paramjeet kaur @ aasha,female
dheeraj,male,padma,female
sardar sarbjeet singh,male,puja,female
raman sharma,male,anjali,female
lalit rastogi,male,jaya saini,female
sita ram,male,mamta,female
dharmbir singh,male,aarti,female
krishan,male,anjali,female
ritik,male,vaishali,female
ketan,male,savita,female
angreg singh,male,poonam mishra,female
dinesh,male,komal,female
sitaram bairwa,male,madam sahnaj,female
rampati,male,laxmi devi,female
rahul,male,jeta,female
karan bajaj,male,naveena,female
abhishek,male,anu jain,female
ramsurat,male,pooja,female
jitendra kumar,male,padma devi,female
sanjeev,male,puja chauhan,female
lalit kumar,male,poonam,female
jockyipai,male,vinod devi,female
aslam ali,male,ram pyari,female
suraj kumar,male,kali,female
jitender,male,sumitra,female
murli dhar,male,anju devi,female
rehman khan,male,minakshi,female
gurdarshan singh,male,komal,female
ramsem,male,roshni,female
shahrukh,male,pooja,female
krishan gopal,male,subhdra kumar,female
aakash,male,shallu,female
pardeep kumar,male,rinku kumari,female
atul kumar,male,ahsamin @ juhi,female
laxman,male,vandna @ krishma,female
shanwaz anwar,male,janki @ soni,female
samsuddin,male,sweety,female
jyoti prakash,male,,female
ankit,male,ku. seetal rawat,female
sagar,male,kiran @ vina,female
sourav @ sumit,male,kanti devi,female
chain singh @ ravi,male,maya devi,female
ravi @ rinkku,male,labbhi,female
somender,male,shabnam,female
sorabh,male,bhawana,female
phirdos alam,male,kamlesh,female
aabid,male,kumari aasu,female
rajneesh kumar,male,smt gulkasha,female
sumit,male,neha,female
shakil,male,deepa bhatt,female
ayan khan,male,jyoti,female
rajesh naydu,male,harpreet kaur,female
ajay kumar,male,gauri,female
monu,male,asha,female
lalit,male,kavita,female
harsh singhal,male,meena,female
abhinav vashishat,male,muskhan,female
amil,male,arti,female
sidharath,male,annu sharma,female
ankit,male,neetu,female
ankit,male,sangeeta,female
madan jain,male,kusum,female
milap chand,male,smt shimla devi,female
atul,male,santoshi,female
mohit chauhan,male,vinod kumar,female
amar singh mahar,male,nurbi,female
ajay @mannu,male,anil kumar,female
sunny,male,ramli rathore,female
amit,male,sunita,female
santosh pandey,male,beauty khatoon,female
sanny kumar,male,sarvesh,female
ravi,male,poonam,female
sumit,male,praveena,female
roshan,male,reetu,female
rohit,male,lalita sharma,female
ashish @ aashu,male,munnadevi,female
deepak,male,smt panchi devi urfemale sita devi,female
amit,male,rekha,female
sonu,male,sabina @ femaleaiziya,female
amit,male,kanchan,female
jeeya lal,male,mayuri,female
sachin kumal taneja,male,aarti @ noni,female
chanderpal,male,jyoti,female
arjun yadav,male,suman,female
arjun yadav,male,maheshar jahan,female
sandeep kumar,male,sushma,female
ishant,male,pinki,female
vijay kumar,male,sukenta,female
ramesh malik,male,sanjana,female
sagar @ takla,male,versha,female
vishal,male,reetu,female
durganand,male,soni,female
vishal,male,geeta devi,female
chandan,male,suman,female
aman,male,maya bai,female
mohd parvez,male,muskan,female
same singh,male,rozi sharma,female
vijay pal singh,male,sheetal,female
ramkishan gupta,male,manju,female
tarun sharma,male,aarti,female
satish kumar,male,jyoti,female
brijmohan,male,sajia,female
nikhil,male,shivani,female
karan,male,babita,female
dheeraj  @ montu,male,kiran,female
tajuddin,male,deepa,female
mannu yadav,male,shaving khatoon,female
dheeraj @ montu,male,komal,female
suhail,male,smt gita,female
shakti singh,male,monika,female
deepak,male,saroj,female
haider ali,male,bitoo devi,female
haider ali,male,genda,female
sok. mohmad,male,hemlata,female
pandit ram niwas,male,priyanka @ khushboo,female
baksi,male,priyanka @ khushboo,female
banwari lal bairwa,male,vidhya,female
suresh paswan @ madari,male,smt neelam,female
krishan lal gulyani,male,jyoti,female
rahul,male,aditya negi,female
devraj,male,smt. rashni,female
man singh,male,gajala,female
kishan,male,kanta sharma,female
uday partap,male,ravinder kaur asha,female
rakesh kumar,male,rukhsar,female
vijay,male,manpreet kaur,female
vijay,male,rehana praveen,female
kanhaiya lal,male,babli,female
kripal singh,male,komal,female
ram naresh yadav,male,ritika,female
nand kishore,male,ritu @ shallu,female
anil kumar,male,meena,female
kishan,male,kiran,female
kaifemale,male,rakhi,female
raju,male,anita devi,female
sandeep kumar,male,bhuri devi,female
shyam,male,renu,female
arsh,male,mamta,female
satish,male,preeti,female
deepak,male,pooja,female
deepak,male,amiraka,female
chirag,male,,female
prince,male,malvika,female
tarifemale,male,priti gujrati,female
lalan devi,male,seema,female
ali sher,male,chanchal,female
sheru khan,male,gotiya gurjar,female
bhanu pratap singh,male,lalita devi,female
sumit,male,pooja,female
sanni,male,shveta,female
vanish khan,male,,female
ali sher,male,reeta,female
femaleiroj,male,kavita,female
ram narayan meena,male,yasmin,female
krishan @kishan,male,nirvat,female
smt sunita,male,monika,female
ranjeet,male,pooja,female
traun kumar,male,pooja,female
lokesh varma,male,divya,female
rupesh,male,aaysha,female
sushil kumar,male,preeti chaudhary,female
subhakar @ bablu,male,reena,female
suresh kumar,male,shikha,female
kuldeep,male,manisha,female
ram suresh @ babloo,male,sunita,female
prem giri pradhan ji,male,shahna,female
manish,male,dhapu bai,female
surender,male,anjali,female
praveen,male,mausam,female
shabuddin shah,male,jyoti,female
surender singh,male,neha,female
dheeraj singh,male,varsha,female
rakesh bhatia,male,sarita devi,female
ram kishan,male,priya,female
sanni singh,male,ridhima,female
surgayan kanwar,male,naraini devi,female
rinki,male,poonam,female
akram,male,sapna,female
khemraj,male,sunita,female
suresh kumar,male,smt shasi,female
shri kant ghore,male,smt. lalita,female
neeraj,male,chinki kanwar,female
sanjeev panday,male,naryani devi,female
rahul,male,sita devi,female
krishan kishore,male,jyoti,female
chandan,male,geeta,female
harish chand,male,rachna,female
jatin kumar @ jeetu,male,jagrti,female
dinesh,male,niti,female
amit kumar,male,rekha,female
shubham chauhan,male,manisha,female
mukesh,male,aarti,female
chaterpal @ banti,male,kajol,female
sukhdev,male,neelam,female
himanshu,male,pinky,female
pankaj baisla,male,pinki,female
vijay sharma @ khada chand,male,tarun,female
shaukat khan,male,pooja,female
uma shankar,male,km0 mamta,female
deepak @ bholu,male,sumirta,female
arman,male,laxami,female
mohan,male,anjila,female
birjesh,male,smt. parvti devi,female
jay dev jha,male,mamta,female
mo. aasifemale,male,priyanka,female
ajit,male,renuka,female
vikash,male,anita,female
ravi,male,kajal,female
madan lal,male,rajeshwari,female
lekhraj,male,savina,female
praveen,male,sapna,female
amit kumar,male,shaifemaleali,female
samsuddin,male,ekta,female
aayush,male,poonam @ neelam,female
"punit kumar @ ankur m.no.-7404660980, 9813186044.",male,sunita,female
ajeet kumar,male,tanya,female
lok nath,male,beauty dass,female
rattan vail,male,aayana,female
pradeep,male,ranjana,female
rajaram,male,anju kumari,female
sumit,male,shabina,female
rahul sharma,male,dipika,female
ranjit,male,urmila with child,female
rahul,male,komal,female
sujeet gupta,male,jyoti joshi,female
cheddi lal,male,smt vinod devi,female
dheeraj kumar,male,doli,female
deepak upadhayaya,male,ruksana,female
shail,male,arti arora,female
naresh,male,dimple,female
sandeep thakur,male,khusbhu,female
sahrukh khan,male,soni,female
kalu luhar,male,himansi,female
ishwar ram,male,sobha veshy,female
suresh kumar,male,nasim bano,female
avinash,male,shaifemaleali,female
lekhraj pahuja,male,smt. nena devi,female
tara dutt suyal,male,sangeeta shah,female
gaurav raj,male,femalearhana,female
gaurav sharam,male,santok luhar,female
sanjeev,male,kajal,female
rahul parikh,male,bhawana,female
raja,male,rekha,female
swapanesh gupta,male,anuradha,female
rupender,male,aaradhana @ priyanka,female
shankar lal,male,harshita poswal,female
laxman,male,laxmi,female
kumari ritu,male,nabila,female
manjiv singh,male,kavita devi,female
sunil kumar,male,reshma,female
saddam,male,mamta@lalita,female
kamruddin,male,shakuntala sharma,female
jaiprakash,male,santosh,female
arjun,male,sony,female
monu,male,bobi,female
mukesh kumar,male,aradhana @ radha,female
aditya kumar,male,baby,female
anurag,male,seema,female
raju,male,nisha,female
vijay pal,male,nisha @ ninu,female
bal bahadur kayanchhaki,male,anuradha,female
raju rathor,male,miss geeta salvi,female
laksh @ dipanshu,male,miss kamlesh,female
sanjay mandal,male,indra,female
rahul,male,smt. seema,female
jitendera singh,male,anuradha,female
jagmal,male,parvesh,female
pankaj tomar,male,poonam,female
radhey shyam verma,male,marya,female
chandra dhar pande,male,laxmi,female
ramesh,male,rojmen,female
mahender lal,male,komal kumari,female
aman kumar,male,neha,female
abdul salam,male,sugna,female
prem,male,radikha,female
prasant,male,meeta sharma,female
vishal tiwari,male,anuradha,female
neeraj,male,minakshi,female
arun kumar,male,manpreet,female
balwant ray arora,male,saniya,female
balwant ray arora,male,savitri bai,female
rahul roy,male,femalearheen,female
prahlad,male,naina,female
ankit,male,shanichari,female
vipendra singh s/o mahendra singh,male,komal,female
ajay,male,monika  kanwar,female
santosh,male,sangeeta @  pooja,female
gaurav,male,suman,female
mujafemalefemalear s/o musarrafemale,male,neha,female
sharukh,male,priyanka - pinki,female
mohit,male,kumari ritu,female
ravinder singh rana,male,manisha,female
harison,male,krishna w/o hiralal,female
danish,male,iqrar,female
gaurav malik,male,gali no 5/4 samta vihar m. pur part ii delhi,female
inderjeet kumar,male,nisha,female
anuj,male,reena,female
bandu khan,male,tanvi raheja,female
dharam singh,male,divya,female
sudhir m.no.-8295508258.,male,hema khatun,female
shiv kumar,male,neelam,female
dhrmveer singh,male,koshal,female
saurabh @ monu,male,sunita,female
aditya kasana,male,radha,female
rahul,male,babita,female
pawan,male,komal,female
adi,male,haseena,female
sunil singh,male,rajkumari,female
sachin chauhan,male,mamita,female
aakash@multan,male,payal,female
riyaz,male,soniya w/o jauhar,female
sunil kumar singh,male,meenakshi,female
sagar pahwa,male,neetu,female
balbir singh,male,tapsya tyagi,female
ram kumar,male,pooja  d/o,female
pankaj,male,mrs. leela,female
bijender  @ billu,male,rekha,female
yogesh shukla,male,anjali,female
suraj,male,supriya,female
mithlesh sharma,male,pinki,female
mohak kaul,male,smt akhtri begam,female
rahul,male,muskan,female
divansh,male,gayatri,female
muneer,male,ashanjali,female
yogesh kumar,male,pooja,female
gulfemaleam,male,marjina,female
dhalchand,male,poonam yadav,female
bishan ram,male,richa,female
ramesh chander gupta,male,rizwana,female
paras,male,salmakhatun,female
femalearmaan aamin,male,beera,female
shiv kumar,male,nargis,female
roshan,male,malti,female
ganesh singh,male,rubi,female
chanden,male,seema,female
shiva kumar,male,pooja taneja,female
sandeep kumar sharma,male,ramdulari @ gulabu,female
deepak kumar,male,sheela,female
aakash @ sani,male,preeti,female
virender bhatia,male,jyoti,female
roshan kumar,male,kumari kanta @ kajal,female
vinod,male,usha sen,female
suraj manda,male,gauri,female
nirmal yadav,male,"preeti d/o daulat ram r/o a-629, jj colony madipur",female
ram kishan,male,preeti singh,female
avinash,male,gajala parveen,female
aarifemale khan@bablu,male,ruksana,female
vijay,male,ranjana singh,female
harsh @ aman,male,jayanti @ pooja,female
chandrram,male,neha parveen,female
shankar lal gopalani,male,nashrin and her daughter jannat (both),female
ansh,male,sagita@harsita,female
amit,male,hyatun mulla,female
ram subhak,male,himani,female
manoj,male,arti,female
islam,male,ms irshrat,female
pankaj,male,ms. deepa,female
sanjay,male,manisha @ mansi,female
rajkumar,male,anita,female
sohaib,male,sunita,female
krishana,male,suman,female
suraj kumar,male,femaleirida,female
deepak,male,neha,female
ajay kumar s/o,male,salma,female
sonali,male,maya devi,female
piyush,male,disha,female
naresh,male,rajwati,female
hemant,male,manju,female
amit,male,priyak davi,female
sanjay,male,tuba femaleatima,female
satyam,male,rekha,female
raju,male,smt kanchan devi,female
ravindra kumar,male,radhabai,female
viney parkash,male,renu rajawat,female
ram parkash teneja,male,pooja,female
prem pal,male,ramila bai,female
dhramender,male,najma  & asma,female
sunil,male,najma  & asma,female
swami nathan,male,sunita,female
rakesh panday,male,muskan,female
deepak,male,noor subha @ heena,female
harsh,male,sunita,female
harsh,male,sunita,female
ashish,male,sunita,female
murari lal maharaj,male,sunita,female
raja,male,payal,female
narayan,male,devender kaur,female
sartaj ali,male,rekha,female
ramhetu,male,shusila devi,female
dharmender,male,ameera lakra,female
raja,male,kavita,female
jabir hussain,male,sona,female
shiv singh,male,neelam @ munni,female
harvinder singh sandhu,male,pooja,female
arjun,male,vinita,female
anandi lal,male,pooja gop,female
mh. yameen,male,pooja ( with child ),female
sajjan,male,mahadevi,female
prhalad kumar,male,veenita,female
jatin,male,poonam,female
partik munchal,male,atta,female
kapil,male,shivani :yadav @ shalu,female
sumit rathi,male,dhola bai,female
yogesh budhiraja,male,vijeta sexana,female
manoj jain,male,ku aachal,female
deepak,male,sangeeta,female
salin malhotra,male,kajal @ shagun,female
raj @golu,male,gudiya,female
amit,male,sajiya katun,female
shayam sunder,male,mooli,female
vinod tiwari,male,paryanka,female
imran,male,rekha meena,female
rajan,male,jyoti,female
daya ram,male,laxmi,female
rajveer,male,shanti,female
sameem,male,nikita,female
chetanram,male,naveela,female
ajman,male,sundga,female
puspak kandpal,male,femalearzana,female
desh  deepak pandey,male,mona,female
shisupal,male,gulnaj,female
vikarm,male,meena,female
shayamveer singh,male,shahin,female
abdul salam,male,kiran,female
rohit,male,anita,female
ashu,male,amrita,female
shyamveer,male,marjina,female
balwant singh,male,kamana devi,female
rajkumar,male,ram kali,female
sahil,male,chaya,female
paul nepal,male,shanti devi,female
ramchander,male,babita,female
anil kumar,male,komal,female
harkesh,male,yukilal,female
islam,male,urmila,female
ashutosh,male,lalita,female
ashu,male,smt sanjana,female
anup kumar misgra,male,shahin,female
sonu mishra,male,reena,female
randhir ram,male,madhu,female
rahul,male,miss leela,female
shashikant,male,aasha rani,female
aadil sefemalei,male,chandni,female
arvind,male,rozi,female
